脾大,335,331,312,5.956032249905584e-06,0.9982552379111186,0.01750858540814639
7椎间盘突出,577,576,560,7.567188006576188e-06,0.9996033320111067,0.05161246599754085
近段混合型斑块,158,26,38,6.40694220573178e-05,0.9320754716981132,0.012432438526844891
阻塞,545,27,22,6.397806949168778e-05,0.9793899422918384,0.018105884574486808
胸腔少量积,1081,44,33,3.284851637746197e-05,0.96,0.02036594175296049
评估,77,7,20,0.009663654618473896,0.623608017817372,0.43969450066974886
狼疮,17,5,5,0.058823529411764705,1.0,0.6063390625908324
断端稍错位,37,31,37,0.00015785319652722967,0.984549356223176,0.016196036543600113
边界清晰,712,501,592,0.00012797894818200692,0.9862319503212988,0.9266544250776861
老年性脑萎缩,78,64,76,0.0001968106580540977,0.9854132901134521,0.06038950160400425
混杂,187,34,24,0.000295123517872333,0.9422632794457275,0.05677887555009171
建议随访,424,424,272,3.322113365551565e-05,0.908953341740227,0.11335035843248463
皮质光滑完整,25,25,25,0.00017274140611504577,1.0,0.01079633788219036
腹部,2323,213,130,1.029229652486434e-05,0.8893671008045737,0.040046607431767724
枕叶,1098,111,160,4.996723460026212e-06,0.9366841591730176,0.010850759932008765
鼓室粘膜增厚,56,38,56,0.0001680036960813138,0.9292576419213974,0.02846142364921882
fnh,27,12,11,0.008620689655172414,0.9962264150943396,0.2570810044217674
皮肤,55,17,20,0.00017274140611504577,0.9869375907111756,0.011772128340387059
狭窄程度约,1002,13,14,7.759799961340398e-05,0.9972602739726028,0.01655739502934034
断端错位,89,72,74,0.00014945674990344087,0.999624765478424,0.0514543264470837
骶1椎间盘脱出,232,227,207,1.643655489809336e-05,0.9957617241306237,0.027105739498892556
既往,106,12,13,0.008681408681408681,0.9968051118210862,0.5577347748119936
4－腰5,871,871,860,2.0356393949182262e-05,0.9999192386271635,0.2599737285530275
恶性占位,132,33,50,8.177177126948816e-05,0.919476177208136,0.018676531411574045
团块,368,56,40,3.891292925428552e-05,0.9459459459459459,0.017417852926333084
骶1椎间盘突出,7330,6963,7110,2.1538684859068537e-05,0.9997818054458852,6.487098279437565
管腔狭窄约50,292,240,288,3.0413150146181016e-05,0.9836065573770492,0.06803347254699274
桡骨,961,37,27,2.1299006692786208e-05,0.9523355576739753,0.010306389660451502
穿透性溃疡,14,7,8,0.0028653295128939827,0.9911504424778761,0.04002537032652163
与前一天比较,95,92,80,6.261026821579849e-05,0.9903121636167922,0.026112997931111614
肱骨,958,43,26,2.1698234767063447e-05,0.8855445544554456,0.01088177823966797
近段混合性斑块,364,53,156,5.5049548374412544e-05,0.6091729600294714,0.041548814246003
隆起,86,22,55,0.0003502626970227671,0.6896551724137931,0.05104318411331136
两侧颅底孔,50,50,50,0.0003123048094940662,1.0,0.05520821214760677
密度正,13859,38,15,8.862398338926032e-06,0.683043738765728,0.011220603081126351
胆囊结石,871,750,552,3.124351185969274e-05,0.9547926439453692,0.293196160162721
腰椎退行性变,5111,4936,5050,1.4120328678042479e-05,0.9997393846574167,2.5198385386085027
阑尾增粗,62,61,61,0.00010971315319141406,1.0,0.02634840807941168
点状绿色,181,12,10,0.00017509661753965067,0.9836065573770492,0.012849185805232978
金属异物,27,11,15,0.001004277478147666,0.953757225433526,0.03311663501689253
轮廓较模糊,87,87,87,0.0004051637420364368,1.0,0.16439153732356573
状高,3748,41,29,1.1651809547318029e-05,0.9429024583663759,0.012116494319540642
所见气道通畅,22,22,21,0.0005861664712778429,0.9989189189189189,0.029539683211625513
ct扫,30994,40,21,7.37731848311859e-06,0.82312591866732,0.017884911604656224
崁插,14,5,14,0.00857843137254902,0.6334841628959276,0.11825413567590501
阑尾炎,299,65,149,2.3433424621804905e-05,0.7329902368879134,0.01833822124404186
不完全,270,65,22,5.6249472661193804e-05,0.6073476321936717,0.01519207592577847
右冠优势,5236,870,737,1.1200539590486966e-05,0.9863937990983556,0.3233773726077186
登记号,17,17,8,0.0007138657932308726,0.7705382436260623,0.016011791729953862
透明隔间腔形成,186,155,184,3.6764684081662663e-05,0.9854701888357147,0.042182968001957914
第1跖,233,24,8,0.0002493610791234476,0.6,0.02283799006025152
建议mr检查,502,502,478,4.840766552162287e-06,0.9988012187609264,0.026556542737403765
螺旋,2677,28,16,0.00030331108749884715,0.8615384615384616,0.15978566309636094
颈3,1521,1423,1491,9.977822730970622e-06,0.9989114903213505,0.2833305384688088
轻微,325,30,30,4.215212949964255e-05,1.0,0.011398624821071958
脊柱侧弯,29,22,14,0.0003322030791788856,0.9058823529411765,0.01530561794142451
尿酸盐结晶,137,24,28,0.00019338619222587506,0.9882352941176471,0.02925173802122632
右冠优势型供血,405,405,405,1.1064035688153516e-05,1.0,0.045088533185395255
不规则,939,91,179,9.711078354750967e-05,0.8079460344228957,0.1795274712177531
肝脏大小,521,521,505,3.785266441054131e-06,0.9995137387789524,0.022156290807634094
颅骨,3789,1522,1328,1.4355169437338257e-06,0.9907756439353462,0.06266694061066999
颈6,660,642,613,5.98504098855321e-06,0.9989326503649422,0.04821596614953666
中段壁冠状,1868,61,23,2.85689055237e-05,0.660235294117647,0.020623407530436864
先天,115,31,15,0.001193936877076412,0.7841483979763912,0.129427155888317
低密度,6912,119,242,1.5769387491734162e-05,0.791969749054658,0.10458558143323902
肝右叶钙化灶,152,146,124,2.2477499579286273e-05,0.9868091137032595,0.0185814914119817
点状绿色标记,155,11,25,0.00018002469241910213,0.7372654155495979,0.017120960280238105
容积效应,70,32,21,0.0011104060913705585,0.9174061433447099,0.1177942954702702
bakeyⅲ,29,16,7,0.004784688995215311,0.7344262295081967,0.12547086715187528
脑萎缩,1532,1030,1437,8.804173937030329e-06,0.9470070562777902,0.20674872499696276
其它,136,8,18,0.00025647601949217746,0.7422680412371134,0.01656553106038478
会厌,16,8,5,0.03333333333333333,0.898876404494382,0.4102564102564102
大枕大池,214,174,194,1.60182182531639e-05,0.9941100247378961,0.02149434686268545
ct扫描未见明,28780,33,31,1.348308546927879e-05,0.9980487804878049,0.03656203348413961
运动伪影干扰,16,10,6,0.008381351492928235,0.8823529411764706,0.12572027239392353
最明显处,20,19,7,0.0005688282138794084,0.6487804878048781,0.01301290981917704
缺血灶或腔隙,186,16,13,0.00011757573995280535,0.9788235294117648,0.011501103978063967
5椎间盘脱出,196,196,162,9.4206393326496e-06,0.9821218682338385,0.011697592070570006
边缘较清楚,132,132,120,0.00012851818532322323,0.995475113122172,0.09281243925594333
轻度脂肪肝,522,428,511,2.3290678374471274e-05,0.9844948852702535,0.12394141971104511
白质脱,3294,39,42,9.494332540640153e-05,0.9972602739726028,0.11019328112547923
潴留,15,9,13,0.0023752969121140144,0.936,0.04892453590005051
纵裂池,111,53,29,0.00011739149747132368,0.8421917808219178,0.02318238676406026
脑池不宽,177,177,142,1.07686013138302e-05,0.9762103586895307,0.01128799632185084
扫描未见明,29185,13,37,1.6168501838253677e-05,0.6254876462938882,0.026572027988637097
建议复查,1840,1840,1690,2.721335214840837e-06,0.9963952128426551,0.10283022245671077
肾上腺,1151,83,103,8.115565654926148e-05,0.9771402445993828,0.12654903279349405
开口及近,520,9,12,9.301618392161598e-05,0.96,0.01090849032451832
点状绿,192,12,7,0.0001734431445242102,0.8704663212435233,0.010625110078904118
边缘不光整,63,54,62,5.9171597633136094e-05,0.9905325443786982,0.013555359196252168
听小骨链,39,28,12,0.008928571428571428,0.7241379310344828,0.4683748498798799
考虑良性病变,204,148,171,2.364877397336499e-05,0.989656857952879,0.026797288809275396
颅脑外伤后复查,244,182,236,1.0746569466001202e-05,0.9671695564062148,0.01724931577450494
退行性,7999,40,73,2.2516716325470294e-05,0.8428344638475971,0.05203880473339862
重度脂肪肝,129,94,125,4.5564185278812196e-05,0.9607129716691877,0.027765929466492045
漏斗,17,12,5,0.043478260869565216,0.7100591715976331,0.6327016305295643
髋臼,239,27,58,0.001597444089456869,0.7652088932323479,0.4549853878901958
咬肌,13,5,6,0.0010604453870625664,0.9836065573770492,0.010427700594227289
壁冠状,2463,13,25,2.5826229634712466e-05,0.818639798488665,0.010962080286554253
淡薄,69,14,13,0.0016350710900473935,0.9972602739726028,0.09155220508208284
包膜光整,227,224,225,0.00016196608273256045,0.9999900794634974,0.2739183977332843
类圆形,1285,85,70,3.468920336473935e-05,0.9814432989690721,0.04773436590032175
皮质光滑,153,26,77,0.00017274140611504577,0.6062074186222559,0.04153067734330369
融合,385,35,88,5.754474365386104e-05,0.6868101237596165,0.028273633854501146
眼环不厚,227,227,225,0.00017248414399614607,0.9999608434324647,0.2936513804599182
全组副鼻窦炎,149,117,86,4.938327252672663e-05,0.9544225752904909,0.029878670960219025
膨胀不,404,16,12,8.014104824491104e-05,0.96,0.011045589490390008
中央型,573,88,149,3.5236081747709655e-05,0.8757388545667056,0.04666438154801394
管腔狭窄约10,2164,2096,2147,3.105808999520753e-05,0.9997110906854237,1.5323347948320685
基底节区出血,942,71,135,9.265708351108181e-06,0.8239491102896931,0.013232106095230926
乳突小房,28,10,19,0.00046146746654360867,0.824295010845987,0.015998368922625343
病史提供,124,94,109,6.619009796134498e-05,0.9891393541535937,0.03720164807576346
附件,856,46,59,0.0007929846794618821,0.9698052528140075,0.5996836709187995
第1,1057,263,272,2.62786797853814e-06,0.9994341718301398,0.011423834613857008
细胞,275,25,20,0.0010570824524312897,0.975609756097561,0.19477477039907215
眼球,633,28,46,6.019546694850444e-05,0.8882758620689655,0.02636026585608654
结构及密度,19381,7,20,1.663829087327952e-05,0.623608017817372,0.01201049964509026
走行,393,47,91,9.128750220669535e-05,0.815443279313632,0.056087717050034645
马赛克,41,32,29,0.01020408163265306,0.9951742627345844,0.9939945286613723
胸廓前后径加宽,138,138,138,4.327131112072696e-05,1.0,0.035074273846321086
以上鼓室为著,21,21,21,0.0003059039461609055,1.0,0.014719193881014477
下叶背段,2005,170,241,2.1914465164635015e-05,0.9420448143847507,0.09781651966585539
癌术,3345,31,20,2.9074001652237703e-05,0.9110947832476121,0.020442047129898687
延迟,13,10,5,0.003229813664596273,0.8,0.038817529259653705
额部软组织肿胀,170,67,157,2.8460099359229234e-05,0.7220124922781248,0.017425582695206585
白质,5389,55,111,6.052954444368603e-05,0.7956470741561319,0.1634176938278591
与2016,4458,4361,4369,3.410038443326171e-05,0.9999983204957099,4.9691624505829015
均衡优势型,66,64,66,4.185559818625741e-05,0.9995267392333176,0.011048570165924917
向左后方,460,9,12,0.00011388698251983367,0.96,0.012561961640408669
与2017,1693,1681,1675,2.3188614464260553e-05,0.9999936072576094,0.8005046365812386
韧带,242,26,43,0.001078676526304998,0.8855445544554456,0.27188899143328554
未见明显异,46660,84,89,1.2831699430272546e-05,0.9983307738532416,0.11977873853703595
胫骨平台,312,34,40,0.000792393026941363,0.9869375907111756,0.2572320807428336
碎骨片,189,38,41,6.607929515418502e-05,0.99712,0.017915818991432214
同16,964,953,961,2.4860206468656668e-05,0.9999650603527812,0.36933256571150447
注意,198,139,47,0.0034235324630414107,0.6068741291221551,1.6920249373126106
个月,381,15,19,0.00012869769418320201,0.9726962457337884,0.021057130891654917
肝脏多发血管瘤,78,69,70,4.468546588035524e-05,0.9998964910464755,0.013713424568153026
桥脑,479,342,121,6.129781813679587e-06,0.6288818813874852,0.011990664688521233
胸膜下,3410,88,199,1.069685861808256e-05,0.7397613264336255,0.0381142428693251
略有,409,53,37,0.0003109821561632253,0.9387266634753471,0.13703522228533152
周围软组织肿胀,237,81,199,2.8003684670475798e-05,0.6983666218967982,0.02481815060481963
对称性密度减低,612,431,594,0.00010356949208302618,0.950669981451809,0.6399520096773534
颅内未见异常,1194,561,1193,7.081298478130507e-06,0.770177851171194,0.09336600571146254
远端,1154,74,146,8.179582231735928e-05,0.806509405792774,0.1364570323157901
金属异物存留,12,6,12,0.0011379800853485065,0.8,0.015768314606601445
双侧胸腔积液,377,294,203,8.918066341803036e-06,0.9351247600767755,0.02079353623112862
了解,38,8,13,0.009625126646403243,0.8927038626609443,0.2938409338029309
耻骨梳,12,6,7,0.0025906735751295338,0.9882352941176471,0.02899407489752604
狭窄程,1057,15,8,6.44222452145913e-05,0.8304498269896193,0.010927649588697201
普遍,99,11,27,0.008830612791008831,0.6988235294117647,0.6867225237723745
腰椎骨质增生,200,200,198,1.4628734066657143e-05,0.9999494975001263,0.0205841935439615
密度,40965,954,545,1.5823978159975954e-05,0.8614238104745013,1.1108755253906732
切除术,967,46,16,5.087504552185433e-05,0.6205733558178752,0.01878037123147851
胃小弯,33,24,12,0.0002533239168483434,0.8,0.011641880881613593
同17,182,182,182,1.0892215483212493e-05,1.0,0.013371905871523508
门脉高压,159,152,119,0.00012695462210639277,0.970776868375151,0.10684847737714503
